ENST00000620519	ENSG00000275764	ENSG00000275764
ENST00000333750	ENSG00000130038	CRACR2A
ENST00000440314	ENSG00000130038	CRACR2A
ENST00000535292	ENSG00000130038	CRACR2A
ENST00000252322	ENSG00000130038	CRACR2A
ENST00000514026	ENSG00000130038	CRACR2A
ENST00000535507	ENSG00000130038	CRACR2A
ENST00000456928	ENSG00000256356	HSPA8P5
ENST00000535821	ENSG00000255763	MRPS18CP4
ENST00000545410	ENSG00000256482	ENSG00000256482
ENST00000445286	ENSG00000254381	TUBB8P5
ENST00000414098	ENSG00000234428	ENSG00000234428
ENST00000500682	ENSG00000245648	KLRK1-AS1
ENST00000663376	ENSG00000245648	KLRK1-AS1
ENST00000654540	ENSG00000245648	KLRK1-AS1
ENST00000671087	ENSG00000245648	KLRK1-AS1
ENST00000665123	ENSG00000245648	KLRK1-AS1
ENST00000666750	ENSG00000245648	KLRK1-AS1
ENST00000620115	ENSG00000277705	ENSG00000277705
ENST00000664027	ENSG00000256538	ENSG00000256538
ENST00000537655	ENSG00000256538	ENSG00000256538
ENST00000428559	ENSG00000023697	DERA
ENST00000526521	ENSG00000023697	DERA
ENST00000524480	ENSG00000023697	DERA
ENST00000531803	ENSG00000023697	DERA
ENST00000528821	ENSG00000023697	DERA
ENST00000532964	ENSG00000023697	DERA
ENST00000533447	ENSG00000023697	DERA
ENST00000526530	ENSG00000023697	DERA
ENST00000530274	ENSG00000023697	DERA
ENST00000532573	ENSG00000023697	DERA
ENST00000616957	ENSG00000274624	ENSG00000274624
ENST00000543778	ENSG00000256499	LINC02468
ENST00000665410	ENSG00000256499	LINC02468
ENST00000670792	ENSG00000256499	LINC02468
ENST00000670018	ENSG00000256499	LINC02468
ENST00000670447	ENSG00000256499	LINC02468
ENST00000655042	ENSG00000256499	LINC02468
ENST00000655208	ENSG00000256499	LINC02468
ENST00000589718	ENSG00000121380	BCL2L14
ENST00000591235	ENSG00000121380	BCL2L14
ENST00000586576	ENSG00000121380	BCL2L14
ENST00000545463	ENSG00000121380	BCL2L14
ENST00000484949	ENSG00000121380	BCL2L14
ENST00000464885	ENSG00000121380	BCL2L14
ENST00000461264	ENSG00000121380	BCL2L14
ENST00000479717	ENSG00000121380	BCL2L14
ENST00000466531	ENSG00000121380	BCL2L14
ENST00000308721	ENSG00000121380	BCL2L14
ENST00000396367	ENSG00000121380	BCL2L14
ENST00000266434	ENSG00000121380	BCL2L14
ENST00000588270	ENSG00000121380	BCL2L14
ENST00000298566	ENSG00000121380	BCL2L14
ENST00000637435	ENSG00000283240	ENSG00000283240
ENST00000546455	ENSG00000179715	PCED1B
ENST00000548348	ENSG00000179715	PCED1B
ENST00000549500	ENSG00000179715	PCED1B
ENST00000549630	ENSG00000179715	PCED1B
ENST00000551777	ENSG00000179715	PCED1B
ENST00000432328	ENSG00000179715	PCED1B
ENST00000266383	ENSG00000139044	B4GALNT3
ENST00000535680	ENSG00000139044	B4GALNT3
ENST00000544638	ENSG00000139044	B4GALNT3
ENST00000540836	ENSG00000139044	B4GALNT3
ENST00000322843	ENSG00000139044	B4GALNT3
ENST00000647602	ENSG00000139044	B4GALNT3
ENST00000535402	ENSG00000139044	B4GALNT3
ENST00000552182	ENSG00000257756	LINC02386
ENST00000551202	ENSG00000257756	LINC02386
ENST00000551287	ENSG00000257756	LINC02386
ENST00000663022	ENSG00000257756	LINC02386
ENST00000666420	ENSG00000257756	LINC02386
ENST00000660164	ENSG00000257756	LINC02386
ENST00000655472	ENSG00000257756	LINC02386
ENST00000447411	ENSG00000139209	SLC38A4
ENST00000266579	ENSG00000139209	SLC38A4
ENST00000550670	ENSG00000139209	SLC38A4
ENST00000547477	ENSG00000139209	SLC38A4
ENST00000546940	ENSG00000139209	SLC38A4
ENST00000539552	ENSG00000288532	ENSG00000288532
ENST00000541727	ENSG00000256134	EGLN3P1
ENST00000412352	ENSG00000139160	ETFBKMT
ENST00000395763	ENSG00000139160	ETFBKMT
ENST00000538463	ENSG00000139160	ETFBKMT
ENST00000357721	ENSG00000139160	ETFBKMT
ENST00000539633	ENSG00000139160	ETFBKMT
ENST00000538391	ENSG00000139160	ETFBKMT
ENST00000552208	ENSG00000257730	LSM6P2
ENST00000281471	ENSG00000151743	AMN1
ENST00000537562	ENSG00000151743	AMN1
ENST00000541931	ENSG00000151743	AMN1
ENST00000536761	ENSG00000151743	AMN1
ENST00000542781	ENSG00000151743	AMN1
ENST00000535408	ENSG00000151743	AMN1
