gene_id	gene_name	H27	H45	H91	H74	H2	H47	H56	H87	FDR	log2FC
ENSG00000183542	KLRC4	9.051862765650924	7.7721253688468215	6.877166376884001	8.237067062922119	7.1190412314636236	6.505332594923832	8.021120360867315	6.021018098308223	0.320229013866607	-1.0679273221852181
ENSG00000183735	TBK1	8.739463759994676	8.710606960434193	8.758911822295058	8.872095927938885	9.294075553548145	9.200791430695588	9.083636608418844	9.226889870051078	0.01119071766584141	0.43107874801271073
ENSG00000183935	HTR7P1	4.384457778570576	4.861000217585734	4.57259947871289	5.387077862601411	5.5967288133005395	5.642308758641481	5.261943768022089	5.580007149151023	0.10736765241082857	0.7189632879111301
ENSG00000183955	KMT5A	6.776586953378768	6.242406046340491	7.279007089139709	7.087986021679302	7.312314396467611	7.221712638731075	7.696910927154702	7.210037024837689	0.24543114553147494	0.5137472191632018
ENSG00000184047	DIABLO	8.131006668896722	8.502251094426208	8.557656213869182	8.399340502786584	8.089600678441968	8.436023507139828	7.880704896348222	7.8479815598361355	0.24543114553147494	-0.3339859595531358
ENSG00000184209	SNRNP35	8.04905703046358	8.557656213869182	8.382376347529938	8.183824829130518	8.328744329274507	8.6524067057425	8.506700679545258	8.888223154529122	0.28714931418317846	0.30079011202454176
ENSG00000184271	POU6F1	4.80333115914035	5.1792526637012894	2.7972738848420855	5.206836865097568	4.563657784521371	4.1140470893467125	4.688159554640131	4.022753693438858	0.8938981711821988	-0.1495191127085551
ENSG00000184293	CLECL1	6.343662490128013	5.455576973998343	5.580007149151023	5.488470578787058	5.336122352327437	4.995397796279168	4.384457778570576	4.834178018819176	0.11857604850399216	-0.8293903115170194
ENSG00000184344	GDF3	3.169879455642437	0	1.6996863236711564	0	0	0	0	3.208268680170943	0.8539206766611495	-0.4153242747856625
ENSG00000184445	KNTC1	7.9336329636989	7.45500715003524	7.476988674782258	7.210037024837689	7.136275939797299	7.10698815679327	7.288526568424293	6.936185150252468	0.17153483946217435	-0.4019224995216888
ENSG00000184574	LPAR5	5.284146583408444	5.642308758641481	4.647422686030832	4.907164831881118	4.194732756782326	5.1107532818974	4.857418004141361	4.809766347644016	0.45427597741174247	-0.3770931173741925
ENSG00000184575	XPOT	9.015182047383059	8.202805665530967	8.005305410946525	8.025742383850437	7.815861145027568	7.476988674782258	7.279007089139709	7.6170409274503506	0.11614542970101484	-0.765034417827775
ENSG00000184613	NELL2	9.184081675831118	10.580628788123049	9.57664319984382	9.78018190211852	8.141702488043329	7.727250768716212	7.1790748529776485	7.946480074181969	0.02069593815390582	-2.031756845499336
ENSG00000184752	NDUFA12	9.518391564070424	10.61851832125456	10.806573469453308	10.563087121366355	9.716173077249493	8.877632856955683	9.028262175630921	9.124673668755312	0.08053609051516901	-1.189957174388308
ENSG00000184967	NOC4L	4.667604486902052	4.716047348616071	2.681822175710767	4.740074086525071	3.5477519682032175	3.901468087295708	4.221996015401899	4.325694397318933	0.8539206766611495	-0.20215940738355043
ENSG00000184992	BRI3BP	6.285725517412988	6.8620523167657534	6.887994543989006	6.9845477244670775	6.407001780277324	6.561281868837512	6.197857832258901	6.765969688818851	0.42409915478628046	-0.2720522331105597
ENSG00000185046	ANKS1B	4.018941808872392	2.279325755884236	2.0802841513886303	0	3.414189294703648	3.199440552842087	0	0	0.8545432831946761	-0.441230467149881
ENSG00000185163	DDX51	4.285446405345225	5.348332589144502	5.223148103811793	4.995397796279168	3.920387920369343	4.310498697458538	4.897875888383702	3.8718090588897924	0.22491058757207769	-0.7129383323698288
ENSG00000185344	ATP6V0A2	8.245654981271265	8.945346015850497	8.590967891249727	8.502251094426208	7.696910927154702	8.119847354477042	7.560230612303427	7.872395716779388	0.05711880570919266	-0.7587088430207842
ENSG00000185432	METTL7A	8.777890883741252	9.106990824172483	9.347200302584712	9.157859191591776	9.247551187609469	9.090213973548469	8.978146231434918	9.611679533332914	0.6910280702908033	0.13441243095888744
ENSG00000185480	PARPBP	7.0193724924135665	5.018148602587017	5.448255772269646	5.495911550651506	4.661249390318158	4.9811785894785094	4.1596167946708364	5.811415814148172	0.37862804584104126	-0.8420569573265144
ENSG00000185482	STAC3	4.891228720786436	4.678875237190378	4.1596167946708364	5.4638099373211135	5.575296906657901	6.127311085016905	5.760373306448468	5.214771735438212	0.14193777930475804	0.8710555858981808
ENSG00000185591	SP1	8.80885761460586	9.090213973548469	10.046782454109438	9.135208134733341	9.889235486499661	9.889235486499661	10.285938026661045	10.23472272211315	0.12535449494952924	0.8045173861941031
ENSG00000185633	NDUFA4L2	3.3741127671525657	2.906612320989154	5.245816303199737	0	3.6486388378780563	0	0	0	0.41731673091546184	-1.96947563836585
ENSG00000185640	KRT79	3.844631153418408	2.7499791015631923	3.111667923901661	3.2166809912282455	2.939015471734809	2.9281495903752064	0	4.9811785894785094	0.7971214463551418	-0.5186538796307456
ENSG00000185847	LINC01405	0	0	6.080974992575288	0	0	2.981807134630027	0	3.6960904069920395	0.960764889183158	0.1492306372616945
ENSG00000186049	KRT73	0	4.336159012549065	1.9877622030633197	5.261943768022089	5.09076355024797	3.632622810210734	3.724633574787538	4.673998994103292	0.5262748351563556	1.3840384864287647
ENSG00000186076	ENSG00000186076	6.867334531077211	6.851885244759149	6.925019508071195	7.805942836704401	7.880704896348222	8.038846126552976	7.776464793593979	7.677875910167165	0.11114572361967444	0.7309274015125968
ENSG00000186081	KRT5	3.60023086933217	4.194732756782326	4.746531001888533	3.436535293577643	0	2.936136806933035	2.903065079303748	0	0.1209599439086759	-2.5347070088359724
ENSG00000186298	PPP1CC	10.416660452928658	11.232064712018685	10.602720818401675	11.103996031668355	10.000912551785298	10.17136017812439	9.98942552898605	10.146716180267713	0.0656706733977317	-0.7617568939634811
ENSG00000186666	BCDIN3D	5.891754062364548	6.306899770288991	6.0459000805059215	6.172927447112817	5.963099301149196	5.87170729617521	5.87170729617521	5.84831269321468	0.18270015377253837	-0.21566369338949443
ENSG00000186815	TPCN1	5.444310527020758	5.223148103811793	5.6723529366652485	5.018148602587017	3.7656687330948766	4.459452644124881	5.610152721658946	4.838865521506227	0.3406560543895786	-0.6709551374249711
ENSG00000186908	ZDHHC17	9.9155364936009	10.23472272211315	9.734474913640284	9.97160738820172	10.472983704401399	10.602720818401675	10.77447892803484	10.43117371512139	0.03812581183551811	0.6062539121008133
ENSG00000187109	NAP1L1	10.032101939442052	10.358990153614782	9.200791430695588	9.790590738391804	9.200791430695588	8.862110631625963	8.602455150510805	8.714956366175212	0.07203961302077531	-1.0005401707841646
ENSG00000187166	H1-7	2.932914966896467	2.390030863680357	3.5188950439811215	3.0368274861052122	0	0	0	0	0.004348138351665184	-2.9696670901657893
ENSG00000187510	PLEKHG7	4.514357570742804	3.923856243962104	3.949154716434643	3.749708480006869	4.496426884171566	3.1279523623077923	3.294781788777744	3.9462746830771107	0.6254964673736714	-0.3179103232030518
ENSG00000187778	MCRS1	7.197247444060604	6.661582654570365	5.967258689564199	6.776586953378768	6.4406051240296325	7.149246937049884	6.948297925069742	6.991583996832946	0.6742814570000153	0.23176456035206705
ENSG00000187855	ASCL4	0	0	4.310498697458538	0	2.8580788463313604	2.939015471734809	0	0	0.8865878889503302	0.37164890515190785
ENSG00000187950	OVCH1	0	0	1.1011525092535348	2.785855562139118	3.4107098389448676	0	3.6937822128085873	2.941405784667443	0.4028320222175649	1.5397224412570614
ENSG00000188026	RILPL1	3.6072764965216013	3.616612857586388	3.632622810210734	4.3672742711244625	5.891754062364548	5.6006930102348225	5.6259351677271985	5.93150599756778	0.007173235865210674	1.9565254506127912
